id,parola_target,parola_vietata1,parola_vietata2,parola_vietata3,parola_vietata4,parola_vietata5
294,PERGAMENA,ANTICA,SCRIVERE,CARTA,ROTOLO,DIPLOMA
295,PINNE,NUOTARE,MARE,PIEDI,SUBACQUEO,IMMERSIONE
296,GUANTI,MANI,INVERNO,FREDDO,DITA,PROTEGGERE
297,RENNA,NATALE,BABBO,SLITTA,CORNA,POLO
298,MASCHERA,VISO,NASCONDERE,CARNEVALE,COPRIRE,TRAVESTIMENTO
299,LANTERNA,LUCE,BUIO,FIAMMA,ILLUMINARE,CAMPEGGIO
300,VOLPE,FURBA,ROSSA,CODA,ANIMALE,BOSCO
301,MOSAICO,PEZZI,ARTE,TESSERE,COLORATO,IMMAGINE
302,BARCA,MARE,NAVIGARE,VELA,ACQUA,PORTO
303,TROMBONE,STRUMENTO,FIATO,OTTONE,ORCHESTRA,SUONARE
304,GIOSTRA,BAMBINI,GIRARE,CAVALLI,PARCO,DIVERTIMENTO
305,CLESSIDRA,TEMPO,SABBIA,SCORRERE,MISURARE,VETRO
306,SAUNA,CALDO,SUDARE,VAPORE,RELAX,LEGNO
307,DINOSAURO,ESTINTO,PREISTORICO,GRANDE,RETTILE,FOSSILE
308,CAVATAPPI,VINO,APRIRE,BOTTIGLIA,SUGHERO,UTENSILE
309,PARACADUTE,SALTARE,ARIA,CIELO,CADERE,VOLARE
310,VENTOSA,ATTACCARE,ASPIRARE,GOMMA,VUOTO,BAGNO
311,LUCCIOLA,INSETTO,LUCE,NOTTE,BRILLANTE,ESTATE
312,RISAIA,RISO,ACQUA,CAMPO,COLTIVARE,ORIENTE
313,BRIVIDO,FREDDO,PAURA,TREMARE,PELLE,SENSAZIONE
314,TAPPEZZERIA,PARETE,CARTA,DECORARE,CASA,MOTIVO
315,CALAMARO,MARE,TENTACOLI,MOLLUSCO,INCHIOSTRO,PESCE
316,TARTARUGA,LENTA,GUSCIO,RETTILE,LONGEVA,MARE
317,MAPPAMONDO,TERRA,GEOGRAFIA,CONTINENTI,SFERA,GIREVOLE
318,CORIANDOLI,FESTA,COLORATI,LANCIARE,CARTA,CARNEVALE
319,PICCHE,CARTE,GIOCO,SIMBOLO,NERO,POKER
320,PIASTRELLA,BAGNO,PAVIMENTO,CERAMICA,PARETE,RIVESTIMENTO
321,PULSANTE,PREMERE,DISPOSITIVO,ATTIVARE,BOTTONE,DITO
322,RACCHETTA,TENNIS,COLPIRE,PALLINA,SPORT,CAMPO
323,BAGNINO,PISCINA,SALVARE,MARE,SPIAGGIA,SORVEGLIARE
324,CRICETO,RODITORE,GABBIA,PICCOLO,ANIMALE,RUOTA
325,BINOCOLO,GUARDARE,LONTANO,LENTI,INGRANDIRE,OSSERVARE
326,TOSTAPANE,PANE,ELETTRODOMESTICO,FETTE,CALDO,COLAZIONE
327,OASI,DESERTO,ACQUA,PALME,VERDE,RISTORO
328,FOGNA,ACQUA,SCARICO,SOTTERRANEA,TOMBINO,LIQUAMI
329,ARAGOSTA,MARE,CHELE,CROSTACEO,ROSSA,CUCINARE
330,ZUCCA,HALLOWEEN,ARANCIONE,VEGETALE,INTAGLIARE,ORTO
331,STAMPANTE,COMPUTER,CARTA,INCHIOSTRO,DOCUMENTO,UFFICIO
332,PIGIAMA,DORMIRE,INDOSSARE,NOTTE,COMODO,LETTO
333,TERMOMETRO,FEBBRE,TEMPERATURA,MISURARE,MERCURIO,GRADI
334,GIRANDOLA,VENTO,GIRARE,COLORATA,BAMBINI,SOFFIARE
335,GIOCATTOLO,BAMBINI,DIVERTIMENTO,PLASTICA,GIOCARE,REGALO
336,TAGLIERE,CUCINA,TAGLIARE,LEGNO,CIBO,COLTELLO
337,CAVERNA,MONTAGNA,BUIO,GROTTA,ROCCIA,NASCONDIGLIO
338,PELLICOLA,AVVOLGERE,CIBO,TRASPARENTE,CONSERVARE,CUCINA
339,CAPPELLO,TESTA,INDOSSARE,SOLE,MODA,PROTEGGERE
340,LIMONE,AGRUME,ACIDO,GIALLO,FRUTTO,SPREMUTA
341,ALTALENA,PARCO,DONDOLARE,BAMBINI,SEDILE,CORDA
342,SCIARPA,COLLO,INVERNO,FREDDO,LANA,AVVOLGERE
343,INSALATA,VERDURA,FOGLIE,CRUDA,CONDIRE,MISTA
344,TASTIERA,COMPUTER,SCRIVERE,DIGITARE,TASTI,DITA
345,COLLANA,GIOIELLO,COLLO,INDOSSARE,CATENA,PENDENTE
346,CIABATTE,PIEDI,CASA,COMODO,CALZATURE,BAGNO
347,MARTELLO,CHIODO,BATTERE,ARNESE,FALEGNAME,METALLO
348,PANCHINA,SEDERE,PARCO,RIPOSO,LEGNO,PUBBLICA
349,TRAMONTO,SOLE,SERA,ORIZZONTE,ROSSO,CALARE
350,ALBA,SOLE,MATTINA,SORGERE,NUOVO,GIORNO
351,GUFO,UCCELLO,NOTTE,SAGGIO,OCCHI,RAPACE
352,MANUBRIO,BICICLETTA,GUIDARE,MANI,STERZO,DIRIGERE
353,CAMINO,FUOCO,CASA,LEGNA,INVERNO,CALDO
354,CILIEGIA,FRUTTO,ROSSO,ALBERO,DOLCE,PICCIOLO
355,PINZETTE,SOPRACCIGLIA,ESTRARRE,PICCOLE,METALLO,AFFERRARE
356,GABBIA,UCCELLO,SBARRE,RINCHIUDERE,METALLO,ANIMALE
357,PALETTA,SABBIA,BAMBINI,SCAVARE,MARE,CASTELLO
358,CASCO,TESTA,PROTEZIONE,MOTO,SICUREZZA,CADUTA
359,PALMA,ALBERO,TROPICALE,COCCO,MARE,ESOTICA
360,BUSSOLA,DIREZIONE,NAVIGARE,ORIENTAMENTO,NORD,MAGNETICA
361,VIOLINO,STRUMENTO,ARCO,MUSICA,CORDE,CLASSICA
362,IMPERMEABILE,PIOGGIA,GIACCA,PROTEZIONE,ACQUA,CAPPUCCIO
363,SPILLA,GIOIELLO,APPUNTARE,METALLO,ABBIGLIAMENTO,DECORAZIONE
364,CANDITO,ZUCCHERO,DOLCE,COLORATO,CARAMELLA,CRISTALLIZZATO
365,FIOCCO,REGALO,NASTRO,DECORAZIONE,LEGARE,CAPELLI
366,PENTOLA,CUCINARE,CUCINA,COPERCHIO,BOLLIRE,CIBO
367,FURGONE,VEICOLO,TRASPORTO,GRANDE,MERCI,GUIDARE
368,TIGRE,FELINO,STRISCE,SELVATICO,GIUNGLA,RUGGITO
369,IGLOO,GHIACCIO,ESKIMESI,CASA,FREDDO,NEVE
370,ZAINO,SCUOLA,SPALLE,TRASPORTARE,BORSA,VIAGGIO
371,MULINO,VENTO,GRANO,PALE,FARINA,ANTICO
372,BALCONE,CASA,ESTERNO,AFFACCIO,RINGHIERA,FINESTRA
373,FARFALLA,VOLARE,INSETTO,ALI,COLORATA,BRUCO
374,PAGAIA,CANOA,REMARE,ACQUA,NAVIGARE,MOVIMENTI
375,ABBRACCIO,AFFETTO,BRACCIA,STRINGERE,CALORE,AMORE
376,CLESSIDRA,TEMPO,SABBIA,SCORRERE,VETRO,MISURARE
377,MEDAGLIA,PREMIO,METALLO,VINCERE,COMPETIZIONE,PODIO
378,GESSO,LAVAGNA,SCRIVERE,SCUOLA,BIANCO,INSEGNANTE
379,ANCORA,NAVE,MARE,FONDO,FERMARE,CATENA
380,PIRAMIDE,EGITTO,FARAONE,DESERT,MONUMENTO,TRIANGOLARE
381,MARGHERITA,FIORE,BIANCO,PRATO,PETALI,GIALLO
382,MOLLETTA,BUCATO,APPENDERE,PANNI,STRINGERE,ASCIUGARE
383,TENDA,CAMPEGGIO,DORMIRE,APERTO,PALI,STOFFA
384,CALAMAIO,INCHIOSTRO,PENNA,SCRIVERE,ANTICA,CONTENITORE
385,TROTTOLA,GIOCO,GIRARE,BAMBINI,ROTAZIONE,LANCIO
386,CORNICE,FOTOGRAFIA,QUADRO,CONTORNO,IMMAGINE,PARETE
387,BARATTOLO,VETRO,CONSERVARE,CHIUSURA,CONTENITORE,CUCINA
388,CUCCHIAIO,MANGIARE,POSATA,TAVOLA,MINESTRA,TAVOLA
389,FORNO,CUCINA,CUOCERE,CALDO,ELETTRODOMESTICO,PIZZA
390,LACCIO,SCARPE,LEGARE,STRINGHE,ANNODARE,CALZATURE
391,OMBRELLONE,SPIAGGIA,SOLE,OMBRA,ESTATE,MARE
392,TAVOLA,SURF,MARE,ONDE,EQUILIBRIO,SPORT
393,BRACCIALETTO,POLSO,GIOIELLO,INDOSSARE,METALLO,DECORAZIONE
394,PAPPAGALLO,UCCELLO,PARLARE,COLORATO,TROPICALE,RIPETERE
395,CLESSIDRA,TEMPO,SABBIA,SCORRERE,MISURARE,VETRO
396,CONCHIGLIA,MARE,SPIAGGIA,MOLLUSCO,SPIRALE,RACCOGLIERE
397,MISSILE,RAZZO,LANCIARE,ARMA,ESPLOSIONE,GUERRA
398,CALAMITA,ATTRAZIONE,METALLO,MAGNETICO,FRIGO,POLO
399,VENTAGLIO,ESTATE,ARIA,SVENTOLARE,CALDO,MANO
400,BULLONE,VITE,AVVITARE,MECCANICA,METALLO,DADO
401,CAFFETTIERA,CAFFÈ,MOKA,CUCINA,MATTINA,ESPRESSO
402,TUONO,TEMPORALE,RUMORE,FULMINE,TEMPESTA,FORTE
403,PRATO,ERBA,VERDE,FIORI,CAMPO,NATURA
404,CHIODO,MARTELLO,BATTERE,METALLO,PUNTA,LEGNO
405,ANNAFFIATOIO,ACQUA,INNAFFIARE,PIANTE,GIARDINO,VERSARE
406,TAZZA,BERE,CAFFÈ,MANICO,LIQUIDO,CERAMICA
407,COPERCHIO,PENTOLA,COPRIRE,CUCINA,CHIUDERE,CUCINARE
408,BILANCIA,PESARE,PESO,MISURARE,EQUILIBRIO,CUCINA
409,MATTONELLA,PAVIMENTO,CERAMICA,BAGNO,RIVESTIRE,POSARE
410,ARANCIA,FRUTTO,AGRUME,SUCCO,SPREMUTA,BUCCIA
411,VULCANO,MONTAGNA,ERUZIONE,LAVA,MAGMA,FUOCO
412,MIRTILLO,FRUTTO,BOSCO,PICCOLO,BLU,SELVATICO
413,ASCENSORE,SALIRE,SCENDERE,PALAZZO,PIANI,CABINA
414,SALVIETTA,ASCIUGARE,MANI,BAGNO,UMIDA,PICCOLA
415,MONETA,SOLDI,METALLO,ROTONDA,CENTESIMO,SPICCIOLI
416,GIRASOLE,FIORE,GIALLO,SOLE,SEMI,ALTO
417,MULTA,PAGARE,INFRAZIONE,POLIZIA,CONTRAVVENZIONE,VIGILE
418,VASCA,BAGNO,ACQUA,LAVARSI,IMMERGERSI,RUBINETTO
419,VELIERO,NAVE,VELA,MARE,VENTO,NAVIGARE
420,ALBICOCCA,FRUTTO,ARANCIONE,NOCCIOLO,ESTATE,DOLCE
421,BALENA,MARE,GRANDE,OCEANO,MAMMIFERO,ACQUATICO
422,POLTRONA,SEDERE,COMODA,SALOTTO,RELAX,BRACCIOLI
423,CARTOLINA,SALUTI,VACANZA,IMMAGINE,FRANCOBOLLO,SPEDIRE
424,CANNELLA,SPEZIA,AROMA,DOLCI,BASTONCINO,PROFUMO
425,PETARDO,ESPLOSIONE,RUMORE,CAPODANNO,FUOCO,LANCIARE
426,CAPANNA,BOSCO,LEGNO,PICCOLA,RIFUGIO,SEMPLICE
427,VALANGA,NEVE,MONTAGNA,CADERE,PERICOLO,SCIATORE
428,PATTINI,GHIACCIO,SCIVOLARE,LAMA,SPORT,INVERNO
429,BUSTA,LETTERA,CARTA,SPEDIRE,CONTENERE,POSTA
430,MONOPATTINO,RUOTE,SPINGERE,BAMBINI,PICCOLO,STRADA
431,FETTA,TORTA,TAGLIARE,PARTE,PORZIONE,TRIANGOLO
432,PUNTINA,MURO,APPENDERE,PICCOLA,METALLO,ATTACCARE
433,GINOCCHIERA,PROTEZIONE,GINOCCHIO,CADUTA,SPORT,PALLAVOLO
434,MESTOLO,CUCINA,SERVIRE,MINESTRA,BRODO,CUCINARE
435,CIPRIA,VISO,TRUCCO,POLVERE,MAKEUP,COPRIRE
436,PEPE,SPEZIA,PICCANTE,NERO,MACINARE,CONDIMENTO
437,GUINZAGLIO,CANE,PASSEGGIATA,TENERE,STRADA,COLLARE
438,BATUFFOLO,COTONE,MORBIDO,PICCOLO,PULIRE,BIANCO
439,RAGGIO,SOLE,LUCE,LINEA,ATTRAVERSARE,DIRITTO
440,CESOIE,TAGLIARE,GIARDINO,SIEPE,GRANDI,FORBICI
441,PETTINE,CAPELLI,DENTI,ACCONCIARE,PETTINARE,PARRUCCHIERE
442,PUPAZZO,NEVE,INVERNO,BAMBINI,CAROTA,COSTRUIRE
443,TELECOMANDO,TELEVISIONE,PULSANTI,CAMBIARE,CANALE,CONTROLLARE
444,DITALE,CUCIRE,DITO,AGHI,PROTEZIONE,SARTORIA
445,ABETE,ALBERO,NATALE,PINO,AGHI,VERDE
446,ORIGAMI,CARTA,PIEGARE,GIAPPONESE,FIGURA,ARTE
447,TRICICLO,BAMBINI,RUOTE,PEDALARE,PICCOLO,GIOCO
448,SCOLAPASTA,PASTA,SCOLARE,ACQUA,CUCINA,BUCHI
449,ZATTERA,GALLEGGIARE,LEGNO,NAUFRAGIO,ACQUA,MARE
450,PASSAPORTO,VIAGGIO,ESTERO,DOCUMENTO,FOTO,FRONTIERA
451,MANDARINO,FRUTTO,AGRUME,SPICCHI,ARANCIONE,BUCCIA
452,CUSCINO,LETTO,DORMIRE,MORBIDO,TESTA,APPOGGIARE
453,TESSERA,DOCUMENTO,PLASTICA,IDENTIFICARE,ASSOCIAZIONE,CARTA
454,FIAMMIFERO,ACCENDERE,FUOCO,LEGNO,ZOLFO,FIAMMA
455,POMELLO,PORTA,APRIRE,GIRARE,MANIGLIA,ROTONDO
456,CAMOMILLA,TISANE,CALMARE,FIORE,BIANCO,RILASSANTE
457,SPAZZOLA,CAPELLI,PETTINARE,SETOLE,ACCONCIATURA,LISCIARE
458,CHIAVETTA,USB,DATI,COMPUTER,MEMORIA,PICCOLA
459,GELATO,FREDDO,CONO,ESTATE,GUSTO,COPPETTA
460,SPAVENTAPASSERI,CAMPO,UCCELLI,PAGLIA,SPAVENTARE,VESTITI
461,PERGAMENA,ANTICA,ROTOLO,DIPLOMA,CARTA,SCRIVERE
462,POLENTA,MAIS,GIALLA,PIATTO,FARINA,POLENTINA
463,PENNELLO,DIPINGERE,SETOLE,COLORE,PITTURA,QUADRO
464,MOLLICA,PANE,INTERNO,BRICIOLE,MORBIDA,TOGLIERE
465,FIAMMIFERO,ACCENDERE,FUOCO,ZOLFO,LEGNO,FIAMMA
466,TRIFOGLIO,FORTUNA,VERDE,QUADRIFOGLIO,PRATO,IRLANDESE
467,CARTINA,MAPPA,ORIENTARSI,GEOGRAFIA,STRADE,LOCALITÀ
468,IMBUTO,VERSARE,LIQUIDO,CONO,BOTTIGLIA,APERTURA
469,MEDUSA,MARE,TENTACOLI,URTICANTE,TRASPARENTE,NUOTARE
470,TRAMPOLINO,SALTARE,PISCINA,TUFFO,ELASTICO,ALTEZZA
471,GRONDAIA,PIOGGIA,ACQUA,TETTO,CASA,SCARICARE
472,DIGA,ACQUA,SBARRARE,FIUME,ELETTRICITÀ,BACINO
473,CHIAVISTELLO,PORTA,CHIUDERE,SICUREZZA,SCORREVOLE,SERRATURA
474,BRINDISI,BICCHIERI,FESTEGGIARE,ALZARE,AUGURI,VINO
475,SLITTA,NEVE,BABBO,NATALE,SCIVOLARE,INVERNO
476,LUMACA,LENTA,GUSCIO,BAVA,CORNA,GIARDINO
477,PATATA,TUBERO,TERRA,CUCINARE,FRITTE,PURÈ
478,ARGILLA,TERRA,MODELLARE,CERAMICA,FANGO,SCULTURA
479,ZAMPOGNA,STRUMENTO,NATALE,FIATO,CORNAMUSA,PASTORE
480,ALBICOCCA,FRUTTO,ESTATE,ARANCIONE,NOCCIOLO,POLPA
481,AQUILONE,VENTO,VOLARE,FILO,CIELO,BAMBINI
482,MANDRINO,LEGNO,TORNIO,LAVORARE,FALEGNAME,BLOCCARE
483,BISCOTTO,DOLCE,FORNO,MERENDA,FRIABILE,TÈ
484,MESTIERE,ARTIGIANO,MANI,LAVORARE,CREARE,ABILITÀ
485,CAMALEONTE,RETTILE,COLORE,CAMBIARE,LINGUA,MIMETIZZARSI
486,LIEVITO,PANE,CRESCERE,PIZZA,PASTA,INGREDIENTE
487,BOTTONE,CAMICIA,CUCIRE,VESTITI,CHIUSURA,ABBIGLIAMENTO
488,FRULLATORE,FRUTTA,MIXER,ELETTRODOMESTICO,FRULLATO,LAME
489,CORIANDOLO,SPEZIA,CUCINA,SEMI,ETNICA,AROMATICO
490,PISTACCHIO,FRUTTA,SECCA,VERDE,GUSCIO,SALATO
491,TROMBA,STRUMENTO,OTTONE,SUONARE,FIATO,JAZZ
492,SALVIA,ERBA,AROMATICA,CUCINA,FOGLIE,SAPORE
493,CERNIERA,CHIUSURA,VESTITI,APRIRE,LAMPO,GIUBBOTTO
494,VELCRO,ATTACCARE,CHIUSURA,SCARPE,STOFFA,STRAPPO
495,MESTIERE,LAVORO,MANUALE,ARTIGIANO,ABILITÀ,TRADIZIONE
496,PELUCHE,GIOCATTOLO,MORBIDO,ORSACCHIOTTO,BAMBINI,STOFFA
497,GIRANDOLA,VENTO,GIRARE,BAMBINI,COLORATA,MOVIMENTO
498,GRAPPOLO,UVA,FRUTTA,VINO,ACINI,VITE
499,CANARINO,UCCELLO,GIALLO,GABBIA,CANTARE,PICCOLO
500,TOVAGLIOLO,TAVOLA,BOCCA,PULIRE,CARTA,STOFFA
501,ASPARAGO,VERDURA,VERDE,PRIMAVERILE,GAMBO,ORTAGGIO
502,LUCCHETTO,CHIAVE,CHIUDERE,SICUREZZA,METALLO,CATENA
503,PAIOLO,PENTOLA,CUCINARE,MANICO,METALLO,GRANDE
504,PIATTINO,TAZZINA,CAFFÈ,PICCOLO,ROTONDO,APPOGGIARE
505,BATTISCOPA,MURO,PAVIMENTO,LEGNO,COPRIRE,BORDO
506,CAPEZZOLO,SENO,PETTO,ROSA,LATTE,ALLATTARE
507,TRALICCIO,ELETTRICITÀ,METALLO,ALTO,CAVI,CORRENTE
508,FIORDO,NORVEGIA,MARE,INSENATURA,MONTAGNA,ACQUA
509,ROSMARINO,ERBA,AROMATICA,CUCINA,PROFUMO,CARNE
510,TARASSACO,FIORE,DENTE,LEONE,GIALLO,SOFFIARE
511,CACCIAVITE,VITE,AVVITARE,PUNTA,STRUMENTO,GIRARE
512,SCIALUPPA,SALVEZZA,MARE,NAVE,EMERGENZA,NAUFRAGIO
513,LUCERTOLA,RETTILE,CODA,SOLE,MURO,VERDE
514,PARABREZZA,AUTO,VETRO,DAVANTI,TERGICRISTALLO,VISUALE
515,SCORPIONE,INSETTO,PUNTURA,VELENOSO,CODA,PINZE
516,SCIROPPO,DOLCE,DENSO,VERSARE,MEDICINALE,LIQUIDO
517,MANIGLIA,PORTA,APRIRE,MANO,GIRARE,SERRATURA
518,PAVONE,UCCELLO,CODA,COLORATO,PIUME,RUOTA
519,TESORO,SCRIGNO,PIRATI,MONETE,NASCOSTO,CERCATORI
520,MIRTILLO,FRUTTO,ROSSO,PICCOLO,SELVATICO,BOSCO
521,BOTTIGLIA,VETRO,LIQUIDO,CONTENITORE,TAPPO,VERSARE
522,CARRIOLA,GIARDINO,TRASPORTARE,RUOTA,LAVORO,ATTREZZO
523,GRUCCIA,APPENDIABITI,VESTITI,ARMADIO,APPENDERE,METALLO
524,VALIGIA,VIAGGIO,VESTITI,BAGAGLIO,VACANZA,AEROPORTO
525,TASTIERA,COMPUTER,SCRIVERE,TASTI,DIGITARE,DITA
526,POSACENERE,SIGARETTE,CENERE,FUMARE,APPOGGIARE,SVUOTARE
527,MANICHINO,NEGOZIO,ABBIGLIAMENTO,ESPORRE,VESTITI,PLASTICA
528,FINOCCHIO,VERDURA,ANICE,INSALATA,SEMI,BIANCO
529,GUFO,UCCELLO,NOTTE,OCCHI,RAPACE,SAGGIO
530,MARTELLO,CHIODO,BATTERE,FALEGNAME,METALLO,ARNESE
531,CIPOLLA,VERDURA,PIANGERE,TAGLIARE,ANELLI,BULBO
532,GRAFFETTA,CARTA,ATTACCARE,PICCOLA,METALLO,UFFICIO
533,STRUDEL,DOLCE,MELE,PASTA,AUSTRIACO,CANNELLA
534,LAVANDINO,ACQUA,BAGNO,RUBINETTO,LAVARE,CERAMICA
535,RONDINE,UCCELLO,VOLARE,MIGRARE,PRIMAVERA,NIDO
536,PASTELLO,COLORARE,CERA,DISEGNARE,BAMBINI,MORBIDO
537,MOSAICO,TESSERE,ARTE,COMPOSIZIONE,IMMAGINE,COLORATO
538,GHIANDA,QUERCIA,ALBERO,SCOIATTOLO,BOSCO,FRUTTO
539,STELLA,CIELO,NOTTE,LUMINOSA,PUNTINI,SPAZIO
540,ARCOLAIO,FILARE,LANA,ANTICO,TELAIO,FILO
541,BISCOTTI,DOLCI,FORNO,MERENDA,FRIABILI,BURRO
542,CUBO,GEOMETRIA,FACCE,GIOCO,QUADRATO,TRIDIMENSIONALE
543,CREDO,FEDE,RELIGIONE,CREDERE,SPIRITUALE,PERSONALE
544,GREMBIULE,CUCINA,CUOCO,MACCHIE,PROTEZIONE,INDOSSARE
545,DUNA,SABBIA,DESERTO,MARE,VENTO,COLLINA
546,GRANCHIO,MARE,CHELE,SABBIA,CAMMINARE,CROSTACEO
547,SALVADANAIO,RISPARMIARE,MAIALINO,SOLDI,MONETE,ROMPERE
548,CEROTTO,FERITA,PROTEGGERE,ADESIVO,PELLE,MEDICARE
549,CIPRESSO,ALBERO,VERDE,CIMITERO,ALTO,STRETTO
550,PETTINE,CAPELLI,DENTI,ACCONCIATURA,PARRUCCHIERE,LISCIARE
551,TRAPANO,FORARE,MURO,ELETTRICO,PUNTA,AVVITARE
552,CONIGLIO,ORECCHIE,CAROTA,SALTARE,ANIMALE,PELO
553,TAMBURO,BATTERIA,PERCUSSIONE,SUONARE,BACCHETTE,RITMO
554,ROMPICAPO,GIOCO,DIFFICILE,SOLUZIONE,ENIGMA,PENSARE
555,BAVAGLINO,BAMBINO,MANGIARE,COLLO,SPORCARE,PROTEGGERE
556,MOKA,CAFFÈ,MATTINA,CUCINA,ESPRESSO,NAPOLETANA
557,SCAFFALE,LIBRERIA,RIPIANI,LIBRI,OGGETTI,APPOGGIARE
558,MENSOLA,MURO,APPOGGIARE,OGGETTI,RIPIANO,SOSTENERE
559,FRANCOBOLLO,BUSTA,POSTA,LETTERA,AFFRANCATURA,COLLEZIONE
560,GRAFFETTA,CARTA,UFFICIO,METALLO,APPUNTARE,PICCOLA
561,RUGIADA,MATTINA,GOCCE,ERBA,UMIDITÀ,FRESCA
562,SEGNALIBRO,LIBRO,PAGINA,SEGNO,NASTRO,FERMARE
563,RUBINETTO,ACQUA,LAVANDINO,BAGNO,APRIRE,CHIUDERE
564,CROSTATA,DOLCE,PASTA,FROLLA,MARMELLATA,FRUTTA
565,MULINO,VENTO,PALE,FARINA,GRANO,MACINARE
566,PORTAFOGLIO,SOLDI,CARTE,TASCA,BANCONOTE,DOCUMENTO
567,FIOCCO,REGALO,NASTRO,PACCHETTO,LEGARE,DECORAZIONE
568,LAMPIONE,STRADA,LUCE,NOTTE,ILLUMINARE,ALTO
569,GIRANDOLA,VENTO,COLORATA,GIRARE,BAMBINI,RUOTARE
570,PIPISTRELLO,VOLARE,NOTTE,ALI,TESTA,UPSIDE
571,CLESSIDRA,TEMPO,SABBIA,SCORRERE,MISURARE,VETRO
572,DITALE,CUCIRE,DITO,PROTEZIONE,AGO,SARTA
573,GRATTUGIA,FORMAGGIO,CUCINA,METALLO,BUCHI,GRATTUGGIARE
574,CACCIATORE,FUCILE,ANIMALI,SELVAGGINA,SPARARE,BOSCO
575,PINZETTA,SOPRACCIGLIA,PICCOLA,ESTRARRE,PELI,METALLO
576,AMANTE,RELAZIONE,AMORE,SEGRETO,PASSIONE,TRADIMENTO
577,PIROETTA,DANZA,GIRO,BALLERINA,RUOTARE,CLASSICA
578,ESCA,PESCARE,ATTIRARE,PESCE,AMO,VERME
579,STETOSCOPIO,MEDICO,ASCOLTARE,CUORE,BATTITO,STRUMENTO
580,LENTE,INGRANDIRE,VETRO,PICCOLO,VEDERE,INGRANDIMENTO
581,POLENTA,FARINA,MAIS,GIALLA,PIATTO,CUCINA
582,CESTO,VIMINI,CONTENITORE,FRUTTA,PICNIC,INTRECCIATO
583,TOPAZIO,PIETRA,PREZIOSA,GIOIELLO,GIALLA,GEMMA
584,MERLETTO,STOFFA,DECORAZIONE,INTRECCI,ELEGANTE,PIZZO
585,ORIGANO,SPEZIA,PIZZA,CUCINA,MEDITERRANEA,ERBA
586,STAMPANTE,COMPUTER,CARTA,DOCUMENTO,INCHIOSTRO,UFFICIO
587,CARRIOLA,GIARDINO,RUOTA,TRASPORTARE,ATTREZZO,TERRA